Ename,Age,NumCompaniesWorked,Previous company experience,Job role in previous company,Number of years experience in prevoius company,Reason for leaving,Salary in previous company,Present expectation Y/N,Expectation of hike in %,Promotion Y/N,New designation after promotion,Attrition,BusinessTravel,Department,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager
Blake Steele,32,1,Yes,Laboratory Technician,1,Lack of flexible work options,1397.5,No,0,No,Laboratory Technician,Yes,Travel_Rarely,Research & Development,4,911,1,Male,3,1,Laboratory Technician,4,Single,2795,Yes,4,0,1,1,1
Sherry Evans,29,1,Yes,Laboratory Technician,6,Lack of flexible work options,1266,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,1,912,1,Female,2,1,Laboratory Technician,4,Divorced,2532,No,3,3,8,4,3
Raymond Davidson,44,1,Yes,Research Scientist,1,Lack of flexible work options,1279.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,2,913,2,Male,3,1,Research Scientist,1,Married,2559,Yes,3,0,8,8,1
David Miller,28,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2454,No,0,No,Sales Executive,No,Travel_Rarely,Sales,4,916,1,Male,3,2,Sales Executive,4,Single,4908,No,3,0,4,4,2
John Henson,58,1,Yes,Laboratory Technician,9,Lack of flexible work options,1190,No,0,No,Laboratory Technician,Yes,Travel_Frequently,Research & Development,1,918,4,Male,2,1,Laboratory Technician,4,Divorced,2380,Yes,3,1,3,1,0
Ariel Smith,43,1,Yes,Manufacturing Director,4,Lack of flexible work options,2382.5,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,3,920,1,Female,3,2,Manufacturing Director,2,Divorced,4765,No,4,1,4,1,0
Donna Gross,20,1,No,Sales Representative,1,No previous experience,1022,No,0,No,Sales Representative,Yes,Travel_Rarely,Sales,3,922,3,Female,2,1,Sales Representative,3,Single,2044,No,3,0,2,2,2
Monica Salinas,21,1,No,Research Scientist,1,No previous experience,1346.5,No,0,No,Research Scientist,Yes,Travel_Rarely,Research & Development,1,923,4,Female,3,1,Research Scientist,4,Single,2693,No,3,0,1,1,0
Chris Hodge,36,4,Yes,Healthcare Representative,0,Lack of flexible work options,3293,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,1,924,3,Male,3,2,Healthcare Representative,4,Married,6586,Yes,3,1,17,16,11
Mary Martin,47,1,Yes,Sales Representative,1,Lack of flexible work options,1647,No,0,No,Sales Representative,No,Travel_Rarely,Sales,4,925,4,Female,2,1,Sales Representative,4,Single,3294,Yes,3,0,3,3,2
Kristen Wong,22,1,No,Manufacturing Director,0,No previous experience,2085.5,No,0,No,Manufacturing Director,Yes,Travel_Rarely,Research & Development,1,926,2,Female,3,2,Manufacturing Director,3,Married,4171,Yes,3,1,4,3,2
Melanie Huerta,41,3,Yes,Laboratory Technician,4,Lack of flexible work options,1389,No,0,No,Laboratory Technician,Yes,Travel_Rarely,Research & Development,4,927,2,Female,1,1,Laboratory Technician,4,Divorced,2778,Yes,3,1,10,7,0
Emily West,28,1,Yes,Research Scientist,5,Lack of flexible work options,1188.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,930,3,Female,3,1,Research Scientist,3,Divorced,2377,No,3,1,6,2,2
James Lyons,39,1,Yes,Laboratory Technician,7,Lack of flexible work options,1202,No,0,No,Laboratory Technician,Yes,Travel_Rarely,Research & Development,3,932,4,Male,3,1,Laboratory Technician,1,Married,2404,Yes,4,0,8,2,2
Erin Becker,27,1,Yes,Research Scientist,1,Lack of flexible work options,1159,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,3,933,2,Female,3,1,Research Scientist,3,Single,2318,No,3,0,1,1,0
Alexander Cooper,34,1,Yes,Laboratory Technician,1,Lack of flexible work options,1004,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,934,2,Male,3,1,Laboratory Technician,2,Divorced,2008,No,3,2,1,1,0
Cynthia Green,42,2,Yes,Junior Sales Executive,7,Lack of flexible work options,3122,No,0,No,Sales Executive,No,Travel_Rarely,Sales,2,936,3,Female,2,2,Sales Executive,3,Single,6244,No,3,0,10,5,3
Jeremy Williams,33,1,Yes,Research Scientist,3,Lack of flexible work options,1399.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,4,939,3,Male,2,1,Research Scientist,1,Single,2799,Yes,3,0,6,3,2
Amanda Moon,58,4,Yes,Healthcare Representative,2,Lack of flexible work options,5276,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,3,940,3,Female,2,3,Healthcare Representative,2,Divorced,10552,Yes,3,1,24,6,4
Randy Lucas,31,3,Yes,Sales Representative,3,Lack of flexible work options,1164.5,No,0,No,Sales Representative,No,Travel_Rarely,Sales,4,941,2,Male,2,1,Sales Representative,3,Married,2329,No,3,0,13,7,2
Virginia Wilson,35,2,Yes,Healthcare Representative,1,for a higher pay,2007,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,1,942,4,Female,3,2,Healthcare Representative,4,Married,4014,Yes,4,1,10,10,7
Donna Chapman,49,4,Yes,Laboratory Technician,4,Lack of opportunities for carrier growth and development,3701.5,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,2,944,1,Female,3,3,Laboratory Technician,2,Married,7403,No,3,1,29,26,7
James Hopkins,48,3,Yes,Research Scientist,4,Lack of flexible work options,1129.5,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,4,945,4,Male,3,1,Research Scientist,3,Married,2259,No,3,2,13,5,0
Kristine Snyder,31,2,Yes,Junior Sales Executive,1,Lack of flexible work options,3466,No,0,No,Sales Executive,No,Non-Travel,Sales,2,947,4,Female,3,2,Sales Executive,3,Married,6932,No,3,1,9,9,0
Christopher Cannon,36,1,Yes,Research Scientist,2,Lack of flexible work options,2339,No,0,No,Research Scientist,No,Travel_Rarely,Research & Development,4,949,2,Male,3,1,Research Scientist,4,Single,4678,No,3,0,8,6,1
Dana Jones,38,3,Yes,Research Director,1,for a higher pay,6791,No,0,No,Research Director,No,Travel_Rarely,Research & Development,3,950,4,Female,3,3,Research Director,1,Married,13582,No,3,1,15,15,11
Michelle Williams,32,1,Yes,Laboratory Technician,6,Lack of flexible work options,1166,No,0,No,Laboratory Technician,No,Non-Travel,Research & Development,3,951,3,Female,2,1,Laboratory Technician,2,Married,2332,No,4,0,5,3,2
Jeremiah Barker,25,1,No,Sales Representative,1,No previous experience,1206.5,No,0,No,Sales Representative,Yes,Travel_Rarely,Sales,2,952,3,Male,2,1,Sales Representative,2,Married,2413,Yes,3,3,1,1,0
Matthew Barton,40,2,Yes,Junior Sales Executive,2,Lack of flexible work options,4852.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,4,954,1,Male,2,3,Sales Executive,2,Divorced,9705,No,3,1,11,1,0
Matthew Drake,26,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2147,No,0,No,Sales Executive,No,Travel_Frequently,Sales,3,956,3,Male,2,2,Sales Executive,1,Single,4294,No,3,0,7,7,7
Nathan Young,41,4,Yes,Laboratory Technician,2,Lack of appreciation or recognition,2360.5,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,3,957,4,Male,3,1,Laboratory Technician,1,Single,4721,Yes,3,0,20,18,17
Nicholas Williams,36,3,Yes,Laboratory Technician,4,for a higher pay,1259.5,No,0,No,Laboratory Technician,No,Travel_Rarely,Research & Development,4,958,3,Male,3,1,Laboratory Technician,3,Single,2519,No,4,0,16,11,9
Kenneth Moran,19,1,No,Sales Representative,1,No previous experience,1060.5,No,0,No,Sales Representative,Yes,Travel_Rarely,Sales,3,959,4,Male,2,1,Sales Representative,2,Single,2121,Yes,3,0,1,1,0
Steven Smith,20,1,No,Laboratory Technician,1,No previous experience,1486.5,No,0,No,Laboratory Technician,Yes,Travel_Rarely,Research & Development,3,960,1,Male,3,1,Laboratory Technician,1,Single,2973,No,3,0,1,1,0
Heather Beasley,31,3,Yes,Healthcare Representative,0,Lack of flexible work options,2927.5,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,3,961,4,Female,3,2,Healthcare Representative,4,Married,5855,Yes,3,2,10,9,5
Isaac Peterson,40,1,Yes,Research Scientist,8,Lack of flexible work options,1808.5,No,0,No,Research Scientist,No,Travel_Frequently,Research & Development,4,964,4,Male,3,1,Research Scientist,2,Divorced,3617,Yes,3,1,3,1,0
Debra Park,32,1,Yes,Manufacturing Director,1,Lack of flexible work options,3362.5,No,0,No,Manufacturing Director,No,Travel_Rarely,Research & Development,4,966,3,Female,3,2,Manufacturing Director,1,Married,6725,No,3,1,8,8,3
Anthony Knight,36,4,Yes,Junior Sales Executive,1,Lack of flexible work options,5162.5,No,0,No,Sales Executive,Yes,Travel_Rarely,Sales,1,967,3,Male,2,3,Sales Executive,4,Married,10325,Yes,3,1,16,16,7
Sheri Kim,33,1,Yes,Healthcare Representative,0,Lack of flexible work options,3474.5,No,0,No,Healthcare Representative,No,Travel_Rarely,Research & Development,3,969,2,Female,2,2,Healthcare Representative,4,Single,6949,No,3,0,6,5,4
Daniel Garcia,37,4,Yes,Junior Sales Executive,5,for a higher pay,5304.5,No,0,No,Sales Executive,Yes,Travel_Rarely,Sales,4,970,1,Male,2,3,Sales Executive,3,Married,10609,No,3,0,17,14,7
Michael Munoz,45,2,Yes,Laboratory Technician,1,Lack of flexible work options,2223.5,No,0,No,Laboratory Technician,No,Non-Travel,Research & Development,2,972,3,Male,3,2,Laboratory Technician,2,Married,4447,No,3,0,9,9,8
Amanda Warren,29,1,Yes,Sales Representative,1,Lack of flexible work options,1078.5,No,0,No,Sales Representative,No,Travel_Frequently,Sales,3,974,3,Female,3,1,Sales Representative,4,Married,2157,No,3,1,3,3,2
Karen Cobb,35,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2300.5,No,0,No,Sales Executive,No,Travel_Rarely,Sales,3,975,3,Female,3,2,Sales Executive,3,Married,4601,No,3,0,5,5,0
Michael Hart,52,4,Yes,Manager,2,Lack of flexible work options,8549.5,No,0,No,Manager,No,Travel_Rarely,Research & Development,2,976,4,Male,3,4,Manager,4,Married,17099,No,3,1,26,9,8
Jason Stevens,58,1,Yes,Research Scientist,4,Lack of flexible work options,1239.5,Yes,0.15,Yes,Research Scientist,Yes,Travel_Rarely,Research & Development,3,977,4,Male,3,1,Research Scientist,3,Single,2479,No,4,0,7,1,0
Harry Patel,53,4,Yes,Manager,6,Lack of opportunities for carrier growth and development,7426,Yes,0.5,Yes,Manager,No,Travel_Rarely,Sales,2,981,3,Male,3,4,Manager,3,Divorced,14852,No,3,1,22,17,2
Erik Wilkinson,30,3,Yes,Junior Sales Executive,5,Lack of flexible work options,3632,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,2,982,3,Male,3,3,Sales Executive,3,Divorced,7264,No,3,1,10,8,7
Julie Stanley,38,1,Yes,Junior Sales Executive,1,Lack of flexible work options,2833,Yes,0.15,Yes,Sales Executive,No,Non-Travel,Sales,3,983,3,Female,3,2,Sales Executive,4,Single,5666,Yes,3,0,6,5,3
Martin Little,35,2,Yes,Junior Sales Executive,6,for a higher pay,3911.5,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,4,984,4,Male,3,3,Sales Executive,4,Divorced,7823,No,3,1,12,10,8
Travis Fields,39,3,Yes,Junior Sales Executive,0,Lack of flexible work options,3940,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,5,985,1,Male,4,3,Sales Executive,3,Single,7880,No,3,0,9,8,7
Sandra Rogers,40,4,Yes,Junior Sales Executive,4,Lack of flexible work options,6597,Yes,0.35,Yes,Sales Executive,Yes,Non-Travel,Sales,3,986,2,Female,4,4,Sales Executive,2,Single,13194,Yes,3,0,22,1,0
David Taylor,47,4,Yes,Manufacturing Director,1,Lack of opportunities for carrier growth and development,2533.5,Yes,0.5,Yes,Manufacturing Director,No,Travel_Frequently,Research & Development,4,987,3,Male,4,2,Manufacturing Director,3,Divorced,5067,Yes,3,0,20,19,7
Travis Tran,36,2,Yes,Junior Sales Executive,4,Lack of flexible work options,2539.5,Yes,0.35,Yes,Sales Executive,No,Non-Travel,Sales,4,990,1,Male,3,2,Sales Executive,4,Divorced,5079,No,3,2,12,7,7
Mark Jordan,31,1,Yes,Research Scientist,0,Lack of flexible work options,1160.5,Yes,0.15,Yes,Research Scientist,Yes,Non-Travel,Research & Development,2,991,3,Male,2,1,Research Scientist,1,Single,2321,Yes,4,0,4,3,2
Mark Torres,33,3,Yes,Manager,1,for a higher pay,8722,Yes,0.35,Yes,Manager,No,Non-Travel,Sales,3,992,4,Male,3,4,Manager,3,Single,17444,No,3,0,10,10,0
Nancy Adams,29,1,Yes,Research Scientist,6,Lack of flexible work options,1202,Yes,0.15,Yes,Research Scientist,Yes,Travel_Rarely,Research & Development,3,994,4,Female,2,1,Research Scientist,1,Single,2404,Yes,4,0,3,5,0
Allison Braun,33,1,Yes,Research Scientist,3,Lack of flexible work options,1726,Yes,0.15,Yes,Research Scientist,No,Travel_Rarely,Research & Development,1,995,2,Female,3,1,Research Scientist,4,Single,3452,No,3,0,5,3,2
Amanda Roy,45,1,Yes,Laboratory Technician,3,Lack of flexible work options,1135,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,4,996,4,Female,3,1,Laboratory Technician,4,Divorced,2270,No,3,2,8,5,2
Richard Sexton,50,4,Yes,Research Director,9,Lack of flexible work options,8699.5,Yes,0.35,Yes,Research Director,No,Travel_Rarely,Research & Development,2,997,4,Male,3,4,Research Director,4,Divorced,17399,No,4,1,32,5,3
Carolyn Roberson,33,1,Yes,Healthcare Representative,1,Lack of flexible work options,2744,Yes,0.35,Yes,Healthcare Representative,No,Travel_Frequently,Research & Development,4,998,3,Female,4,2,Healthcare Representative,2,Married,5488,Yes,3,1,6,6,2
James Morrow,41,4,Yes,Research Director,2,Lack of appreciation or recognition,9709.5,Yes,0.5,Yes,Research Director,No,Travel_Frequently,Research & Development,3,999,1,Male,3,5,Research Director,3,Divorced,19419,No,3,1,21,18,11
Kelli Pierce,27,1,Yes,Laboratory Technician,9,Lack of flexible work options,1405.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,4,1001,3,Female,3,1,Laboratory Technician,2,Married,2811,No,3,1,4,2,2
John Gordon,45,2,Yes,Laboratory Technician,1,Lack of flexible work options,1816.5,Yes,0.35,Yes,Laboratory Technician,No,Non-Travel,Research & Development,2,1002,4,Male,3,2,Laboratory Technician,1,Married,3633,Yes,3,1,9,9,8
Bonnie Castro,47,3,Yes,Junior Sales Executive,1,Lack of flexible work options,2081.5,Yes,0.35,Yes,Sales Executive,No,Travel_Rarely,Sales,2,1003,4,Female,3,2,Sales Executive,4,Single,4163,Yes,3,0,9,9,7
Lindsay Dudley,30,1,Yes,Research Scientist,4,Lack of flexible work options,1066,Yes,0.15,Yes,Research Scientist,Yes,Travel_Rarely,Research & Development,3,1004,1,Female,3,1,Research Scientist,3,Married,2132,Yes,3,0,7,5,1
Joshua Cross,50,4,Yes,Manufacturing Director,3,for a higher pay,6986.5,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,3,1005,4,Male,3,4,Manufacturing Director,3,Married,13973,Yes,3,1,22,12,5
Alexander Oliver,38,1,Yes,Research Scientist,0,Lack of flexible work options,1342,Yes,0.15,Yes,Research Scientist,No,Travel_Frequently,Research & Development,1,1006,3,Male,3,1,Research Scientist,3,Married,2684,No,3,1,3,2,2
Clinton Mueller,46,2,Yes,Manufacturing Director,6,Lack of flexible work options,5422.5,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,2,1007,4,Male,3,3,Manufacturing Director,3,Divorced,10845,No,3,1,13,8,7
Brittany Austin,24,1,No,Manufacturing Director,1,No previous experience,2188.5,Yes,0.15,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,1,1009,4,Female,2,2,Manufacturing Director,3,Divorced,4377,No,3,2,5,4,2
Eric Jimenez,35,1,Yes,Laboratory Technician,1,Lack of flexible work options,1871.5,Yes,0.15,Yes,Laboratory Technician,Yes,Travel_Rarely,Research & Development,4,1010,3,Male,2,1,Laboratory Technician,2,Divorced,3743,Yes,4,1,5,4,2
Stephanie Nelson,31,1,Yes,Manufacturing Director,1,Lack of flexible work options,2074,Yes,0.15,Yes,Manufacturing Director,No,Travel_Frequently,Research & Development,1,1011,3,Female,3,2,Manufacturing Director,1,Married,4148,No,3,1,4,4,3
Brian Smith,18,0,No,Research Scientist,1,No previous experience,525.5,Yes,0.35,Yes,Research Scientist,No,Non-Travel,Research & Development,2,1012,2,Male,3,1,Research Scientist,4,Single,1051,No,3,0,0,5,0
Barbara Adams,54,4,Yes,Manufacturing Director,8,for a higher pay,5369.5,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,3,1013,3,Female,3,3,Manufacturing Director,3,Married,10739,No,3,1,22,10,8
Renee Bush,35,3,Yes,Healthcare Representative,1,Lack of flexible work options,5194,Yes,0.35,Yes,Healthcare Representative,No,Travel_Rarely,Research & Development,4,1014,3,Female,3,3,Healthcare Representative,3,Divorced,10388,Yes,3,1,16,16,1
Becky Cox,30,3,Yes,Research Director,0,Lack of flexible work options,5708,Yes,0.35,Yes,Research Director,No,Travel_Rarely,Research & Development,2,1015,2,Female,4,3,Research Director,1,Married,11416,Yes,3,3,9,8,7
Erica Lowe,20,1,No,Research Scientist,1,No previous experience,1300,Yes,0.15,Yes,Research Scientist,Yes,Travel_Rarely,Research & Development,3,1016,4,Female,2,1,Research Scientist,1,Single,2600,Yes,3,0,1,1,0
Jessica Hubbard,30,1,Yes,Laboratory Technician,0,Lack of flexible work options,1211,Yes,0.15,Yes,Laboratory Technician,Yes,Travel_Frequently,Research & Development,3,1017,2,Female,3,1,Laboratory Technician,2,Single,2422,No,3,0,4,3,2
Alec Mitchell,26,1,Yes,Manufacturing Director,1,Lack of flexible work options,2736,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,2,1018,4,Male,4,2,Manufacturing Director,4,Married,5472,No,3,0,8,8,3
Brian Wells,22,1,No,Laboratory Technician,1,No previous experience,1225.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,1,1019,2,Male,1,1,Laboratory Technician,1,Married,2451,No,3,1,4,4,1
Eric Richmond,48,4,Yes,Healthcare Representative,2,Lack of flexible work options,2120,Yes,0.35,Yes,Healthcare Representative,No,Travel_Rarely,Research & Development,3,1022,1,Male,2,2,Healthcare Representative,3,Single,4240,No,3,0,19,2,2
Scott Bennett,48,4,Yes,Healthcare Representative,7,for a higher pay,5499.5,Yes,0.35,Yes,Healthcare Representative,No,Travel_Rarely,Research & Development,4,1024,3,Male,2,3,Healthcare Representative,3,Single,10999,No,3,0,27,15,8
Cynthia Huynh,41,1,Yes,Manufacturing Director,6,Lack of flexible work options,2501.5,Yes,0.15,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,2,1025,4,Female,3,2,Manufacturing Director,3,Single,5003,No,3,0,8,2,1
Sarah Mccormick,39,4,Yes,Manufacturing Director,1,Lack of appreciation or recognition,6371,Yes,0.5,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,1,1026,4,Female,2,4,Manufacturing Director,4,Married,12742,No,3,1,21,21,8
Melissa Scott,27,1,Yes,Manufacturing Director,0,Lack of flexible work options,2113.5,Yes,0.15,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,4,1027,1,Female,3,2,Manufacturing Director,4,Married,4227,No,3,1,4,3,2
Paul Chang,35,1,Yes,Laboratory Technician,1,Lack of flexible work options,1958.5,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,3,1028,2,Male,3,1,Laboratory Technician,4,Divorced,3917,No,4,1,3,3,2
Luis Chambers,42,4,Yes,Manager,6,Lack of flexible work options,9151.5,Yes,0.35,Yes,Manager,No,Travel_Rarely,Sales,2,1029,4,Male,3,5,Manager,3,Married,18303,No,3,0,21,1,0
Nathan Morris,50,1,Yes,Laboratory Technician,4,Lack of flexible work options,1190,Yes,0.15,Yes,Laboratory Technician,No,Travel_Rarely,Research & Development,3,1030,1,Male,3,1,Laboratory Technician,4,Married,2380,No,3,0,8,1,0
Tamara Garcia,59,4,Yes,Manufacturing Director,3,Lack of flexible work options,6863,Yes,0.35,Yes,Manufacturing Director,No,Travel_Rarely,Research & Development,3,1032,3,Female,2,4,Manufacturing Director,4,Single,13726,Yes,3,0,30,5,3
Leslie Walton,37,2,Yes,Healthcare Representative,5,Lack of flexible work options,2388.5,Yes,0.35,Yes,Healthcare Representative,Yes,Travel_Rarely,Research & Development,2,1033,1,Female,1,2,Healthcare Representative,2,Married,4777,No,3,0,15,1,0
Bobby Foster,55,4,Yes,Healthcare Representative,3,Lack of flexible work options,3192.5,Yes,0.35,Yes,Healthcare Representative,No,Travel_Frequently,Research & Development,4,1034,3,Male,3,2,Healthcare Representative,2,Married,6385,Yes,3,2,17,8,7
Sarah Dean,41,4,Yes,Research Director,1,Lack of appreciation or recognition,9986.5,Yes,0.5,Yes,Research Director,No,Non-Travel,Research & Development,1,1035,2,Female,1,5,Research Director,3,Divorced,19973,No,4,2,21,21,10
